,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
11188,17:27:00,Friday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,4,2,Going straight,Changing lane to the right,Slight
11189,12:10:00,Tuesday,Over 51,Female,Junior high school,"(5, 10)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,No distancing,Slight
11190,12:10:00,Tuesday,31-50,Male,Junior high school,"(5, 10)",Motorcycle,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Overtaking,Slight
11191,08:00:00,Tuesday,Over 51,Male,Junior high school,> 10,Automobile,Other,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,Other,Serious
11192,08:00:00,Tuesday,18-30,Male,Junior high school,"(5, 10)",Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,1,U-Turn,Other,Slight
11193,08:00:00,Tuesday,31-50,Male,Junior high school,No Licence,Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Fall from vehicles,2,1,Going straight,Changing lane to the right,Slight
11194,17:00:00,Tuesday,18-30,Male,Above high school,< 1,Stationwagen,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,3,1,Going straight,No priority to pedestrian,Slight
11195,17:45:00,Wednesday,Unknown,Female,Elementary school,"(5, 10)",Automobile,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,3,1,Going straight,No priority to vehicle,Slight
11196,09:57:00,Thursday,31-50,Male,Elementary school,"(5, 10)",Public,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,3,1,Going straight,Changing lane to the left,Slight
11197,09:57:00,Thursday,Over 51,Male,Junior high school,"(5, 10)",Public,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,2,Going straight,Changing lane to the left,Serious
11198,18:00:00,Friday,31-50,Male,High school,"(5, 10)",Stationwagen, Hospital areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Overtaking,Serious
11199,18:00:00,Friday,Unknown,Male,Junior high school,"(5, 10)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Stopping,No distancing,Fatal injury
11200,19:00:00,Tuesday,18-30,Male,Junior high school,"(2, 5)",Bicycle,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Turnover,No priority to vehicle,Slight
11201,19:00:00,Tuesday,31-50,Male,Writing & reading,"(5, 10)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Changing lane to the right,Slight
11202,19:00:00,Tuesday,31-50,Male,Junior high school,> 10,Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Moving Backward,Changing lane to the left,Slight
11203,19:00:00,Tuesday,31-50,Male,Junior high school,"(1, 2)",Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,No distancing,Slight
11204,13:05:00,Friday,31-50,Male,Writing & reading,< 1,Public,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driving carelessly,Slight
11205,13:05:00,Friday,18-30,Male,Elementary school,"(1, 2)",Special vehicle,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,No priority to pedestrian,Slight
11206,08:25:00,Wednesday,Over 51,Male,Junior high school,"(5, 10)",Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,2,Going straight,Driving carelessly,Slight
11207,13:51:00,Tuesday,Under 18,Male,Elementary school,> 10,Public,Office areas,Double carriageway (median),Gentle horizontal curve,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight
11208,16:10:00,Monday,31-50,Male,Junior high school,"(5, 10)",Automobile,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,U-Turn,No distancing,Slight
11209,16:10:00,Monday,31-50,Male,Elementary school,"(2, 5)",Lorry,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,No distancing,Slight
11210,08:55:00,Thursday,18-30,Male,Junior high school,"(2, 5)",Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Going straight,No distancing,Slight
11211,08:55:00,Thursday,Over 51,Male,Junior high school,> 10,Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,U-Turn,Changing lane to the left,Slight
11212,08:55:00,Thursday,Over 51,Male,Junior high school,"(2, 5)",Lorry,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Stopping,Changing lane to the left,Slight
11213,02:04:00,Thursday,31-50,Male,Junior high school,< 1,Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
11214,07:30:00,Wednesday,Over 51,Male,Junior high school,"(2, 5)",Public,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Moving Backward,Changing lane to the right,Slight
11215,07:30:00,Wednesday,31-50,Male,Junior high school,> 10,Public,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,No priority to vehicle,Slight
11216,11:44:00,Wednesday,Over 51,Male,Junior high school,"(2, 5)",Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight
11217,18:15:00,Thursday,Over 51,Male,Elementary school,> 10,Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight
11218,18:15:00,Thursday,Under 18,Male,Elementary school,> 10,Stationwagen,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Turnover,Driving carelessly,Slight
11219,14:29:00,Saturday,31-50,Male,Elementary school,> 10,Other,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Moving Backward,Driving under the influence of drugs,Slight
11220,14:29:00,Saturday,18-30,Male,Junior high school,> 10,Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,3,Going straight,No priority to pedestrian,Slight
11221,02:10:00,Saturday,Unknown,Male,Junior high school,< 1,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight
11222,17:15:00,Wednesday,Over 51,Male,Elementary school,"(5, 10)",Stationwagen,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
11223,11:29:00,Saturday,18-30,Male,Junior high school,"(2, 5)",Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Moving Backward,Slight
11224,11:29:00,Saturday,Over 51,Male,Junior high school,> 10,Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driving carelessly,Serious
11225,11:29:00,Saturday,Over 51,Male,Junior high school,< 1,Automobile,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Serious
11226,11:29:00,Saturday,Over 51,Male,Junior high school,"(2, 5)",Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight
11227,10:20:00,Sunday,Over 51,Male,Junior high school,> 10,Lorry,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight
11228,10:20:00,Sunday,31-50,Male,Writing & reading,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,No priority to vehicle,Slight
11229,10:20:00,Sunday,31-50,Male,Junior high school,"(2, 5)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driving carelessly,Slight
11230,18:05:00,Tuesday,31-50,Male,High school,"(2, 5)",Pick up upto 10Q,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
11231,18:05:00,Tuesday,18-30,Male,Junior high school,"(1, 2)",Pick up upto 10Q,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
11232,13:32:00,Wednesday,Over 51,Male,High school,"(5, 10)",Automobile,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight
11233,13:32:00,Wednesday,Over 51,Male,Elementary school,"(2, 5)",Other,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Changing lane to the left,Slight
11234,13:32:00,Wednesday,31-50,Male,Junior high school,"(1, 2)",Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No distancing,Slight
11235,15:20:00,Tuesday,18-30,Male,Elementary school,"(1, 2)",Automobile,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
11236,09:51:00,Thursday,Over 51,Male,High school,No Licence,Motorcycle,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driving carelessly,Slight
11237,11:50:00,Monday,Unknown,Male,Junior high school,"(5, 10)",Automobile,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Changing lane to the left,Slight
11238,11:50:00,Monday,18-30,Male,Junior high school,"(1, 2)",Automobile,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,No distancing,Slight
11239,11:50:00,Monday,18-30,Male,Junior high school,"(2, 5)",Public,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,Changing lane to the right,Slight
11240,10:35:00,Wednesday,Under 18,Male,Junior high school,"(5, 10)",Long lorry,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,No distancing,Slight
11241,10:35:00,Wednesday,Under 18,Male,Junior high school,unknown,Automobile,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight
11242,10:35:00,Wednesday,31-50,Male,Junior high school,unknown,Automobile,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,No distancing,Slight
11243,18:30:00,Thursday,18-30,Male,Junior high school,"(2, 5)",Public,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,Overtaking,Slight
11244,18:30:00,Thursday,31-50,Male,Junior high school,> 10,Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driving under the influence of drugs,Slight
11245,18:30:00,Friday,31-50,Male,Junior high school,> 10,Lorry,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight
11246,18:30:00,Friday,18-30,Male,Junior high school,unknown,Automobile,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Moving Backward,Slight
11247,11:55:00,Friday,31-50,Male,Elementary school,> 10,Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Serious
11248,11:55:00,Friday,31-50,Male,Junior high school,unknown,Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
11249,07:30:00,Wednesday,Over 51,Male,Junior high school,"(5, 10)",Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
11250,07:30:00,Wednesday,31-50,Male,Junior high school,> 10,Public,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight
11251,00:09:00,Monday,18-30,Male,High school,> 10,Automobile,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No priority to vehicle,Slight
11252,00:09:00,Monday,31-50,Male,Junior high school,unknown,Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,No priority to vehicle,Slight
11253,19:47:00,Saturday,18-30,Female,Elementary school,"(5, 10)",Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Changing lane to the left,Slight
11254,19:47:00,Saturday,31-50,Male,Elementary school,> 10,Pick up upto 10Q,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the right,Slight
11255,19:00:00,Wednesday,31-50,Male,Junior high school,< 1,Public,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the right,Slight
11256,19:00:00,Wednesday,Under 18,Male,Junior high school,"(2, 5)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,3,Going straight,Changing lane to the left,Slight
11257,12:00:00,Thursday,Unknown,Male,Junior high school,"(2, 5)",Automobile,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the left,Slight
11258,12:00:00,Thursday,18-30,Female,High school,"(5, 10)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Getting off the vehicle improperly,Slight
11259,22:42:00,Friday,18-30,Male,Junior high school,unknown,Stationwagen,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight
11260,07:55:00,Monday,18-30,Male,Junior high school,< 1,Other,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
11261,07:25:00,Friday,31-50,Male,Elementary school,> 10,Other,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight
11262,07:25:00,Friday,31-50,Male,Elementary school,< 1,Other, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
11263,23:25:00,Saturday,Unknown,Male,Junior high school,"(5, 10)",Public,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Moving Backward,Slight
11264,23:25:00,Saturday,18-30,Male,Junior high school,"(5, 10)",Lorry, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight
11265,15:10:00,Wednesday,Over 51,Male,Junior high school,unknown,Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,No priority to vehicle,Slight
11266,15:10:00,Wednesday,31-50,Male,Junior high school,"(1, 2)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Overturning,Slight
11267,17:00:00,Wednesday,Unknown,Male,High school,"(5, 10)",Automobile,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Changing lane to the left,Slight
11268,17:00:00,Wednesday,31-50,Male,Junior high school,"(5, 10)",Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
11269,16:10:00,Tuesday,18-30,Male,Junior high school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
11270,13:29:00,Saturday,31-50,Male,Junior high school,"(5, 10)",Lorry,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No priority to vehicle,Slight
11271,13:29:00,Saturday,18-30,Male,Junior high school,> 10,Lorry,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No priority to vehicle,Slight
11272,12:40:00,Friday,Over 51,Female,Junior high school,"(5, 10)",Public,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,No distancing,Slight
11273,12:40:00,Friday,18-30,Male,Junior high school,No Licence,Public,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,No distancing,Slight
11274,15:30:00,Friday,Over 51,Male,Above high school,< 1,Other,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,4,Other,Overtaking,Slight
11275,15:30:00,Friday,31-50,Male,Elementary school,"(5, 10)",Public,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,4,Turnover,Driving under the influence of drugs,Slight
11276,15:30:00,Friday,31-50,Female,Elementary school,"(5, 10)",Other,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,4,Going straight,Changing lane to the right,Slight
11277,15:30:00,Friday,31-50,Male,Junior high school,"(5, 10)",Public, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the left,Slight
11278,15:30:00,Friday,31-50,Male,High school,"(5, 10)",Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Serious
11279,03:32:00,Saturday,Under 18,Male,Junior high school,"(5, 10)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight
11280,23:25:00,Wednesday,18-30,Male,Junior high school,"(2, 5)",Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Moving Backward,Slight
11281,15:10:00,Monday,18-30,Male,Writing & reading,"(5, 10)",Special vehicle,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
11282,04:00:00,Friday,18-30,Male,Junior high school,> 10,Lorry,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Serious
11283,04:00:00,Friday,18-30,Male,Junior high school,"(1, 2)",Lorry, Church areas,Undivided Two way,Sharp reverse curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving at high speed,Serious
11284,04:00:00,Friday,18-30,Male,Writing & reading,< 1,Public,Office areas,Undivided Two way,Gentle horizontal curve,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driving under the influence of drugs,Slight
11285,04:00:00,Friday,18-30,Male,Elementary school,"(1, 2)",Automobile,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Other,Changing lane to the right,Slight
11286,15:50:00,Saturday,18-30,Male,Junior high school,"(5, 10)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight
11287,08:50:00,Friday,Under 18,Male,Junior high school,"(1, 2)",Automobile, Church areas,Unknown,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,No distancing,Slight
11288,00:25:00,Sunday,18-30,Male,Elementary school,"(5, 10)",Public,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Moving Backward,Changing lane to the left,Slight
11289,00:25:00,Sunday,31-50,Male,Junior high school,"(2, 5)",Lorry, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Serious
11290,00:25:00,Sunday,31-50,Male,Junior high school,< 1,Pick up upto 10Q,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Serious
11291,00:10:00,Sunday,18-30,Female,Writing & reading,"(5, 10)",Lorry,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Getting off the vehicle improperly,Fatal injury
11292,00:10:00,Sunday,18-30,Male,Writing & reading,"(5, 10)",Pick up upto 10Q, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Fatal injury
11293,15:20:00,Saturday,Unknown,Male,Junior high school,"(5, 10)",Special vehicle,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driving carelessly,Slight
11294,15:20:00,Saturday,31-50,Male,Junior high school,"(2, 5)",Lorry,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driving under the influence of drugs,Slight
11295,15:20:00,Saturday,31-50,Male,Junior high school,> 10,Automobile,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Moving Backward,Slight
11296,16:30:00,Saturday,Under 18,Male,Junior high school,"(5, 10)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Overturning,Slight
